,date,newspaper,page_number,page_url,full_segment,type
10,1933-08-03,WM,1,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1933-08-03-0001.jpg,"دسبواه تلري دعن ساتو توجوان دان
ساتو هالامن دڠن ملوفاکن بهکن
منچابوتکن ديري درفد ڤرستروان
دڠکي دان دندامن دانتارا مربݢية
کتيک ايت اي مموجي کفرضوان

زکاة دالم اسلام داز زکاة ايت سبايک٢
فرهوبڠن يڠ مندمڤيڠکن اورڠ ا凵ر
دڠن اورڠ کاي دان کتاڽ بأيت جک
اورڠ کاي مڠنارکن درڤد هرت٢
مربک سباق 2 ڤرانس نسچاي داڤت
مريک مڽمڤيکن حاجة اورڠ٢ اسلام
دان مريک منجادي سنڠ اورڠ٢ ڤمنتا
صرفه دساوره ججاهن٢ دنيا اين
کتاڽ مسلم意义上يدق مڠاونتوقکن
بنتوان٢ دان درما٢ ايت کڤد قومڽ
سهاج تتاڤي اي مڠولکن تاڠن درما
دان بنتوان کڤد انق مأنسي مڠيکوت
جالن بودي فکرتي دان امل ڤراڠي
دڠن فندوان دان اجران اݢاڽ يڠ
برسيه کران اسلام ايت اݢام يڠ تربڠسا
کڤد کسمواڽ عالم دان مپرو اورڠ
اسلام مڠڠکة کبرانن٢ دان تڠݢوڠن ٢
دان برسکوتو دڠن ڤرسکتوان عالم
دالم مناڠ دان مريڠنکن کبراتن٢
کساکيتن٢ دان کسوساهن٢ عالم
اکندسبوڠ
سبواه ڤڠݢوڠ وايڠ يڠ لام
ترباکر داوستريا
بيانا جولي 19
سبواه ڤڠݢوڠ وايڠ يڠترمشهور
دزمل دکت دڠن اينسبروک تله
هابس ترباکر ڤد ڤاݢي هاري اربم
دڠن سݢل ڤرکاکسڽ سبب باݢي
کجادين اڤي ايت بلوم لاݢي دافت
دڽتاکن دڠن تڤ
فڠݢوڠ وايڠ ايت ايله سبواه
درڤد يڠ ترمڽهور سکالي ددالم دنيا
يڠبرتاريخخ دري سمنجق 300 تاهون",theatre/opera
11,1933-08-04,WM,3,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1933-08-04-0003.jpg,"المدرا
اين مالم
روبرت مونتݢومري
ميج ايبنس

)
جيمي دورنت
)
والتر هستن
روبرت ياڠ
دان لاين٢ اهل٢ وايڠ يڠترکنل
ددالم ساتو ݢمبر يڠ بسر کلوارن
ميتروݢولدوين ماير يڠدنماکن
وونراک دباوه
HELL BELOW
ساتو چريتا ددالم کڠل اڤي سلم
يڠ مناريق هاتي بسرت دڠن ساتو
برکاسيه٢هن بڠ قوات ...........",film
12,1933-09-12,WM,2,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1933-09-12-0002.jpg,"رمفاين موار
موار سڠتمبر 12
ڤد هاري خميس يڠلالو
س fasوفکن امل٢ ڤڠاکڤ درڤد
سکواه اڠݢريس کراجار موار تله
فرݢي برخيجه کتنجوڠ کليڠ ملاک دان
اکن براد دسان سلما سميڠݢو
ڤاسوقکن ڤوتبول جلن عثمان
0
تله ملڠݢر سݢامت اد هاري خمبس
يڠلالو ملاون فاسوقکن فوتيبول سݢامة

دان کسداهن ڤرادوان ايت جالن
اءتمان براوليه کناڠن 3 ݢول بربالس 1
ادفون فاسوقکن جالن عثمان اين سوات
ذرڤد ڤاسوقکن٢ يڠ مڠمبيل بهاݢين
ددالم ڤرادوان ليݢ موار ڤوتبول
اسوسياشن يڠبهارو لڤس دان دالم
سڠجڠ فرادوان اين تيادجوݢ مرکاڽ
β
ترجاتوه کباوه ساڠت درڤد مرکا٢
ڤاسوقکن٢ انديان دان ڤجابت تانه
فرتنجوقڽن چريتا يڠدنماکن
ترزن ذي ايڤ دلڠݢوڠ وايڠ
اشياتيک سينيايت موارتوکي تله
دليت اوله باڽق اورڠ٢ موار کران
s
نمڤقن ددالم 4 مالم چريتا ايت
دتجوقکن تراقسا ڤلواس وايڠ ايت
学
مڠݢيل فوليس کران امان ڤد تيڤ٢
ڤا
مالم مڠلامکن مريک درڤد برمڤوم ٢
دان برݢولوت٢ ممبلي تيکيت اتو
了
مڽربو ماسوق درڤد انداڠن يڠکاسر
تله ددافتي بيلاڠن ڤنتون٢ ايت اد برلبيهن ڤرمڤوان درڤد لاکي٢
epsilon
فرکيرأن واڠ کلوار اد لبه بايق
＜
درڤد ڤرکيرأن واڠ ماسوق دڠن
کادأن٢ يڠبرکيليڠ دبندرسين مک
اڤکل هوتڠ دان فيوتڠ ايت تيدق دالت
برتيمبڠ بݢيمان يڠ سڤاتوتنڽ بوله جادي
سوات ڤربڠکينن ڤول لکتد ڤياکيت
کفلا بڠ منڤولکن فيکران ڤد جالن",film
13,1933-10-09,WM,3,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1933-10-09-0003.jpg,"منتري فرکاراواڠ ايت دڠن السن يأيت
منبهکن چوکي٢ ايت منجادي
سوات مريها درفدانق نݢري
فدحد اين منتري بسرايت تله
منڠݢوهکن مشوارت ايت هڠݢ
هاري اثنين سينچو جيت فره
فاسوقکن فندرهکا چينا مڽره ديري
شيڠهاي اکتوبر 8
ارکلاهين دکاوليڠ دانتارا
فاسوقکن فرتڠاهن دان ڤندرهکا
دري چارهر تله برکس داهن فد
هاري سبت مالم منکل ڤندرهکا٢
ممبوات ڤرلڠݢرانڽ يڠ اخر دان تله
منڠݢوڠ کهيلاڠن يڠ بسر ڤاستوقکن٢
کراجأن تله ممبالس سراڠن ايت دان
مڠمبيل سمولا نمڤة يڠبرݢون سکاليلڠ
تاتيو دان توڠليو دسلانن کاوايڠ
ڤندرهکا٢ دهولاوهوثله مڠيرکن
بنديرا ڤوته دهدالن فاسوقکن يڠ
برکمناڠن ايت يڠ دکتوأي اوله جنرال
وان فولاين مڠورڠ وکيل درڤد جنرال
لڠ جين وو کتوا ڤاسوقکن٢ چارهر
ايت تله سمڤي دڤرخيماهن جنرال
وان ڤد فايݢي اين دڠن ممباوا فرخبران
سراهن جنرال لڠ
فجابت بسر ليڠ تله ممبري
ڤرنته يأية جنرال فڠ مستيله دهاڤوسکن
سکالي قوات کواسڽ سبلوم کراجأن
ممرلاءي رونديڠن دڠنڽ
ڤڠ تله ممبريتاهو مقصودڽ هندق
منيڠݢلکن نݢري ايت کران ساتو
فلايران کلوار دري نݢري
السوقکن٢ ڤندرهکا ايت تله
دڠن سنديريڽ اندور درڤد تڠشن",film
14,1933-10-19,WM,2,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1933-10-19-0002.jpg,"لواهله کلماهن يڠ مباکة دان مڽاکيتي
مسلمين دان يڠ مهرڠ دان ممراڠي
مسلمين دڠن سهابس٢ کقوانتڽ يڠ
منجاديکن برتوکوق٢ لمه دان لاسا
ايت لالو مريک بربڠکيت دڠن هيبة
ممبري ݢمنتر سکلين ڤيهق٢ يڠلاين
يڠ دڠن بڠکيتن اين مريک مڠبيل
حق٢ مريک دان سمفيله مريک کڤد
الـ٢ يڠ مريک اڠن٢ دان جيتا٢کن
ايت ايله کتڠݢين کبسران دان
کمليان
سبهاݢين درفد بهاݢين٢ درڤد
انتوڠ تواه يڠبايک ايت ايله لاکي٢
درڤد اهل اوسها دان ڤکرجأن ممبايک
دان ممبتولکن دسلوره نݢري٢ اسلام
ايت سمواڽ برستوجوان بلاک اتس
ڤراتوران٢ قاعدم٢ دان اساس٢ يڠ
دانسڽ مريک باڠونکن باڠونن ممبايک
ذان ممبولکن کادأن دان کتڠݢين
مسلين
واسطه٢ يڠ مپمڤيکن کيرين٢
دان فرخبران٢ دڠن سݢرا دان
اهل سورت خبر اسلام يڠ داڤت
مربوت توجران٢ جواتنڽ منجادي
ڤنديق دان تيڠکس دڠن سهابس٢
سݢرا ايت جوايڠبرجاس دان کلبيهن
بسر دالم منجاديکن تمبوه دان ممبسر٢
سيمڤران٢ دان تالي٢ ڤرهمبڠن دانتارا
مريک دان منݢوهکن ڤرهوبڠن٢
يڠتربڠسا کڤد روح ڤراسأن فيکران
دان چمڤوران رامي يڠ مڽاتوکن
توجران٢ دان ڤيودم٢ باݢي چيتا٢
مريک
مک کيت سکارڠ مندڠرسوارا
2
حال ممبايک دان ممبتولکن ايت مندرو
ترکموره بوڽ درفد فهابستن
，
هوجڠ سبله بارت هڠݢ فڠها يسن

هوجڠ سبله تيمور دان دري اڤها يسن

اتس سمڤادن سببه اوتارا هڠݢ",film
15,1933-10-21,WM,2,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1933-10-21-0002.jpg,"ساي سداهي دڠن ڤرکتأن
بکرج ايتوله ڤڠݢل يڠتݢوه دالم
کتڠݢين اسلام دان مڽلدين مک
هندقله کامو برعمل مدهمداهن کامو
دکرنياکن الله برکت دان هندقله
کامو راجين سڤاي الله هترکن روح
درڤداڽ دان لاين٢ لاݢي يڠ کامو
سوکاي نصرمن الله وفتح أريبوبشر
المؤمنين
لمباݢ منتري توکيو ددالم بهيا
منولاق کهندق٢ افلاون
نڤراڠن يڠبرکواس
شيڠهاي اکتوبر 19
لمباݢ متري جڤون تله مڠادکن
لاݢي ساتو مشوارة ڤد هاري ثلاث
دمان تله دڤرستوجوکن سڤاي دتڤکن
فکاتن کأمانن دڠن نݢري٢
امريکا ڤرسکتوان دان مموتسکن
مسئله٢ يڠتراݢتوڠ دڠن سوبيت
روشيا تتافي منتري فرکارا واڠ دان
تتري فڤراڠن تيدق ماهو برتوجو
اتن چداڠن منمبه تترا دارت دان
اودارا
دتاکوتي بهوا ڤرکمڤولن ڤڠنجور٢
تترا دارت دان لاوت اد برايکر
هندق منجاتوهکن امبائݢ سکارڠ
اين دان منديريکن لمباݢ يڠلاين
دڠن ڤهلاون٢ فڤراڠن يڠبرکواس
ممݢڠ تراجو کراجأن
باتي دتمڤت دودق
برلين اكتوبر 1
داج کونسد جنزال دليڤريݢ
يڠبرنام دقتور کنوبيلک يڠتله حاضر
دالم ڤربچارأن اڤي باݢي ڤيهق
نݢريڽ تله ماتي دالم فڠݢوڠ وايڠ
ݢمبر دسين درڤد اڤاکيت لمه دهاتي
ا
لنتون٢ ايت تياد سدرکن کماتينڽ
اد مڤ حبأي اي تدور دتبهة دودقڽ
Δ",film
16,1933-10-26,WM,6,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1933-10-26-0006.jpg,"ن اورڠرامي
الاڤ يڠدأندڠ دماتڽ درڤد اجران
برڤيکر اتس ڤرکارا٢ يڠبلوم تراݢمبر
دماتڽ
بايق کتراڠن بڠ مڽوکڠ کڤوتسن

ڤندالتن بهوا جنس٢ ڤلاجران يڠ
دݢماري اوله رامي دان يڠتله
دڤرسقسيکن باݢوسڽ ڤد ممبتوءڤراڠي
دان عقل ايله بڠبرڤاتده سکالي درلد
جنس يڠترکندوڠ ددالمڽ اجران يڠ
سمات٢ باݢي ڤرݢونأن اولق يڠ
سدرهان سهاج بايکڽ اية دچمفورکن
دڠن لاتيهن توبه دان ڤراوسهأن
توان يڠتراوتام ايت ممباج لاݢي
سبوتن ددالم کتاب ايت يڠ ممبنر يڠکن
قاءده ڤرنسيس دڠن فاءده اڠݢريس
فد ممبري فلاجران کڤد رعيت٢
ججاهن ماسيڠ٢ دمکين بوڽڽ ڤد
مڽتاکن براکأن دڠن قاءده فرنسيس
سياست مريکئية ايله ممبري للاجران
ڤرمولاءن دڠن سڠنوهڽ کڤد رعية٢
ججاهن مريکئيت تتافي دسکنڽ
فلواڠ٢ ڤلاجران لبه تڠݢي درفد
مريک٢ اڠ نمڤقڽ بوله داڤت فائده
درڤداڽ ارتيڽ يڠ بوله دافت واڠ دڠن
کرانڽ
ڤلواڠ٢ باݢي بلاجر دلوارنݢري
اد دبري اوله ڤمرنته ايت سندري
تتافي ترخص کڤديونيبرسيتي٢ ايبو
نݢري ايت سهاج دمکين اينله
جوݢ اساس توجوان٢ سياست يڠ
دجالنکن دڠن قوات ددالم ججاهن
بلندا دان ايتالي
ددالم اݢيت برتن 200000000
اورڠ اد ڤرݢي منيڠو وايڠ ݢبرڤد
تيف٢ ميڠݢو دان جمله دسلوره دنيا",film
17,1933-12-08,WM,2,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1933-12-08-0002.jpg,"دکهندقکي  انق٢ وايڠ ملايو
دان ڤرمفران٢ مهاڽي دان مناري کران
برماين ددالم بڠساوان دان وايڠ
ݢمبر برچاکڤ ملايو مستحق
دکهندقکي درفد مر菊花٢ يڠ سده
ماهر ڤرمنتأن هندقله دسرتاکن دڠن
ݢمبر ماسيڠ٢ دان دعلامتکن کڤد
Malaya Film Service
742 North Bridge Road
Singapore.
ڤرتڽأن
ساڽ ترباج کراڠن ورت ملايا
رکنأن کسمڤين توان دقتور خالد
شيلدرهک دري ڤواو منيلاک سيڠاڤورا
دان باڽق ممباوا ارخبران تمڤت
ڤرلاواتنڽ فنوليس دڠن ببرالف
کشکوران مندڠر ڤرخبران يڠ توان
دقتور خالد شيلدريک برچاکڤ
فرجفأن ورت ملايا بيلاڠن 282 تاريخ
١٢ شعبان٢ ١٣٥ درايت هارلله دڠن
احسان توان دتور خالد شيلدريک
فنوليس منومڠ برتڽاکن حال برکنأن
دالم نݢري ترکي کراجأن بهاروالغازي
مسطفي کمال باشا دڠن کبڠسأن ايله
دڠن منوکرکن بهاس عرب نڠن بهاس
ترکي دالمسبهيڠ دان عباده دان مراڠي
سݢل جالن لام دان ببراف باڽق تله
دحکومکن علما٢ سقدر اين ڤرکأن",theatre/opera
18,1933-12-09,WM,10,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1933-12-09-0010.jpg,"بورڠ ايت برهوجا ڤاتهله رنتيڠ ايت
دڠن فوات بومبڽ دان ݢوݢور کباوه
ماس ايت بهاروله سي ݢيدو سرت
کدوا٢ ايکور سيڠا ايت سسام
ترڤرنجت دڠن ترلمڤودهشتڽ ددالتي
سي ݢيدو ترلولڠ سقواة٢ هاتي بربوڽي
هوݢدي ا.. لبه کورڠ ارتيڽ بالله
لڠسوڠ ترڤندڠ کڤد سيڠا ايت يڠ
سام٢ ترڤرجت سرت برديري
ترسرݢم تيدق براف جارق درڤداڽ
ايت مک تيادله دافت دکتاکن
يݢيمان کچماسڽ هاتي سي ݢيدو
دوقت ايت توهن جوايڠامه مڠتهويڽ
انتوڠلهماڠت ݢيدو کرس ساءت
ايت جوݢ اي مڠيکتکن بالک
جادڠن هاتبڽ مولا٢ تادي سرقة مرتاله
اي ترجون ماسوق کدالم سواق ايت
بردبور ماسوق اکچله باتو ايت
مپمبوڽيکن ديريڽ
سبايک٢ برݢرک سهاج سي
ݢيدو کدوا ايکور سيڠا ايتڠون
مڠهمبوراه منرکم دڠن ݢارڠڽ هندق
ممبونه ݢيدوتاڤي تألوسهکن هندق
ممبونه سدڠ هندق ملبهت روف
سي ݢيدو جاڠن داوچڤ٢ لاݢي
کران سي ݢيدو سده لپت نووو
ويون جاوه ترڤوق ددالم لمڤور دان
منجوڠولکن هيدوڠڽ مدهکية دجله
تيبونن باتو٢ ايت بيرالجم دتوڠݢو
اوله سيڠا ايت دڠن بڠيسڽ تياد
جوݢ دالت هندق مڽمڤيکن
ايدامنڽ کڤد سي اݢيدو اخرڽ
اندورله کدوا ايکور بناتڠ ايت دري
سيتو ماکين لام سماکين جاوه
کمدين بهاروله سينݢيدو کلوار
فلاهن٢ دري سواق ايت دڠن
ترساڠت کتاکوتن لالو لاري ڤولڠ
کرومهڽ دڠن سلامت اداڽ
اوله احمد",puppetry
19,1933-12-11,WM,1,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1933-12-11-0001.jpg,"ارتجقنن وايڠ ݢبر ايت
c
توان فڠاديل تله دالتي يقدتوده
牛
ايت ساله دان کمدين دراد منتوکن

درفد فݢاوي يڠ منجالنکن ڤردعرأنا
ڠ
اين اتس خکومن٢ يڠدتوده يڠتله
Ⅱ
لااو تله مڠحکو مکن يڠد توده 12 بولن

فنجاراکرج برت دان 12 کالي دفوکل

دڠن روتن برايکوت دڠن دوا تاهونا
دباوه فرهاتين فوليس
n
اريڠاتن يڠدتوده ايت تله
acute
منجوقکن 6 حکومن ترلبه دهواو
3",film
20,1933-12-11,WM,1,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1933-12-11-0001.jpg,"سئورڠ بڠسا ها کا بڠتياد
فکرجأن برنام يڤ ميڠ تله دتوده
لهاري جمعة 8 دسيمبر دمحکه
فرلس يڠڤرتام دسين دهدالن توان
حي دبليو ايه سينيت دڠن مڽارق
کرجق سئورڠ سيارن يڠبرنام

کاترا بيلو ڤد مالم 1 دسيمبر دوايڠ
أكبر سن
يڠدتوده ايت تياد برلݢرام تله
تأسڤي دبچاراکن دي توان دي
ين لبيڠستون او سي اي دي
بنو منجالنکن اردعوأن
يشمڠادو ددالم کڽتأنڽ تله
مملونکن کڤر محکمه يأيت ڤدالمال
ترسبيت لبه کورڠ 830 دي سدڠ اد
دبري دبرندا وايڠ ݢبرسن کمدين
ولد مليهة ارتنجوتن ايت دسأن اد
بن اورڠ٢ دان اد هونجن تتکل
دبري دسان اي تله براس سئورڠ
بڽته کوچيق تڠ داداڽ دي تله
فرهاتيکن کوچيقڽ دان تله دالتي
عالم اڽورتڽ الله هيڠ دي تله برفوسيڠ
کليڠ دان تله مليهت سئورڠ چنا
ودا لبه کورڠ ساتو ايلا جارق
سببي دبالک تيمبرق دي تله
تدالتکن اورڠ چينايت دان برتچاکن
بک اي تله فنچوري قام اپرتڽ
جينا مودا ايت تله تپڠکلکن يڠ
ي اد بربوات دمکين تتاڤي يڠ
مادو تله هقينکن يڠدتودهله يڠ
انبري قام ايت کمدين اي تله
دبري دلمفت تيکيت دان تله
ڠکڤڽ دڠن سبله باڠن لاݢي دان
ناکن دي جک اي تله مچوري
لڽ دالماس اي مڠݢڠ مريک کدوا
بيکئية تله ملڤسکن ديري دان لاري
ائرڠمتماة ملايوتيال بڠمڠچمکن
التوده ايت ماس لاري تله منڠکڤڽ
نکمديت مک تله فرݢ کومه",puppetry
21,1933-12-11,WM,1,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1933-12-11-0001.jpg,"فاسوڠ يڠدݢوده ايت تله دڤرقسا
تالي قلم ايت تياد دداني کڤداڽ
چيوڠ فن چينا مودا سياڤ يڠتله
دداليتي برسمبوبي دبلاکڠ ساتو تيمبوق
تله ممبري کڽتأن کڤد خال ايت يأية
^
اي تله مليهت يڠدتوده ممنده
سديکيت بندا دري کوچق دادايڠ
مڠادو تتافي اي تياد تاهو بندايت
قلم اتوڤون بندا لاين
سئورڠ سقسي لاين سياڤ يڠ
برسام٢ دڠن يڠ مڠادو ڤراݢي کوايڠ",theatre/opera
22,1933-12-12,WM,1,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1933-12-12-0001.jpg,"ايت
کتتف کديامن فرمڤوان
دبييري هل
کريتاڽ تله دکروموني اوله
ببرالف اورڠ دان اي تله دتاريق ڤورن
مريکئيت تله منايککن دي کدالم
کريتا مريک سندري دان ممباواڽ
کسوات لفت دمان مريک تله مناهنڽ
سفنجڠ مالم ايت
ڤد ايسوق ڤاݢي مريک تله
ممبنرکن دي برجاکڤفتيلايڤون کڤد
سئورڠ وکيل بڠتله تيبا دڠن 4000
واڠ قرطاس ليم اوله رڠݢيت
سڤݢهڤون اي تلهاڠݢن سکالي
هندق چاکڤکن اکجادن ايت مک
توان چڤلين ايت فدماس اين دخبرکن
اد برصام٢ بکرج دڠن وکيل لجابت
کعاديلن يڠ مناروه بتين بهوا اوريور
دن اينوله کتوا درفد ساتو ݢمڤوان
يڠته ملاربکنڽ
سنجق کافاجنڽ ايت توان
چڤلين دان ميم بودارد تله دکاولن
دڠن قوات اوله متمات ݢلڤ سولية
سايوجواتنکواس ددالم واشيڤتن
دالم سدهکيت ماس بڠاکن داتڠ
اکن مڽباسة سکاين تسئله برکنأن
دڠن ملاريکن اورڠ ايت جواتنکواس
ايت اکن مندڠر کڽتأن ببرافاهل٢
وايڠ هوليوودلاݢي يڠدکتاکن اد 14
اورڠ سلان درڤد اوان چڤلين يڠتله
ترمالڠ درواڤ ايت جوݢ دان تله
ممباير واڠ تبوسن دري سباڽق 2000 £
هڤݢ 30000 تيڤ٢ سئورڠ کران
کلڤاسن مريک
هرݢ هݢانن باݢي تاهون 1934
焦油
سنه
سبولن
$1.75
تيݢ بولن
5.25
انم بولن
10 50",film
23,1934-12-24,WM,2,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1934-12-24-0002.jpg,"ستياغن دهوليوود
تنتوتن٢ کساتوان٢
اهل٢ وايڠ
هوليود دسيمبر 21
سوات اڠݢن بکرج عام اد
داوݢي ددالم فراوسهأن وايڠ باݢي
مڽوکڠ تنتوتن کساتوان٢ اهل٢
فلاکون وايڠ يڠترماسوق کونتراک
يڠدتتفکن دڠن شرط کران فربچارأن
اورڠتڠه ددالم فرتليڠکاهن٢ يڠبرلاکو
انتارا سسئورڠ فلاکواز دان فڠلوار٢
کهافوسن فجابة فڠݢيلن سبواهفجابة
يڠدجالنکن اونه فڠلوار٢ يڠتراوتام
کران فلاکوان٢ يڠبرکونتريک دان
حق فلاکوان٢ موکيلી لاين٢ اهل
يڠ برفکرجأن ايت ددالم سکلين
فرکار ابرکنأن دڠن فڠلوار ايت فد
ماس سکارڠ اين اد سوات هالڠن
تتافي اداله دهارفکن يأيت سوات
فرسلساين دڠن موافقة اکن ددفاتي
دان اڠݢن بکرج دايلقکن روتر
فد 26 هاريبولن نوبمبر يڠبهارو
لس اين أ عبدالحميد يڠبکرج
دفجابت 	P.A.T دسوڠکي تله
ملڠسوڠکن فرکهويتنڽ يڠرڠکس
دڠن دويه بنت اواڠ
فرض٢ اݢام دڠن سمفرناڽ دان اداله
ماس ساي لاݢي کچيل مڠاجي بهاس
عرب دسکوله بارت دالم کواي چودان
دسکوله تيمور دشانتو دان دالم فڠيڠة
ساي باڽق ساي برجمفا دڠن مسلمين
درفداورڠ٢ عرب ترکي دان مصر دان
اداله يڠ منجادي امام سمبهيڠ جنازه
السيده ماکوين چڠ ايت اورڠ مصر
نماڽ عبدالله دان ساي ماس ايت
بلاجر فلاجران تڠݢي درفد ممنداساي
عبدالکريم ماکوين جڠ دان فندودق
سزشوان ايت سباڽق 69 ميلون",film
24,1935-03-02,WM,3,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1935-03-02-0003.jpg,"سلف
سئورڠ مودا يڠتياد سنونه
کلاکوانڽ لاݢي فمبوروس يڠ تيڠݢل
دالم سبواه بندر بسر دايروفه تله
مندافت واڠ يڠبرهرݢ ساتو فاون
ددالم کوچيق سلوارڽ مک يڠ دمکين
ايفون فولڠ کرومه فد مالم ايت ستله
مڠهابورکن واڠ ايت دڠن مليهة وايڠ",film
25,1935-03-02,WM,7,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1935-03-02-0007.jpg,"مڠکمرکن
了

اهل٢ سورتخبر ايت سام اد
لاکي٢ اتو فرمفوان٢ يأيت دفيکرکن
کهيدوفن مريکئيت فنوه دڠن
فرݢرقن٢ يڠ ݢمفر فکرجأن
مريکئيت تياداله سام سهاج بهکن
براوبه تيف٢ هاري فد سکالي٢
برريکئيت بوله دهترکن کمان٢ ماس مريکئيت بوله دهترکن کمان٢
چروق عالم اين دمان اف٢ يڠبرلاکو
دسيتوله مريکئية فرݢي جک مريکئية
ددالم فجابت مک برهوبڠله مريکئيت
دڠن فرخبران٢ دان احوال دنيا جک
مريکئيت منچافي جواتن يڠ تڠݢي
مک بوکنڽ سهاج مريکئيت مندافت
بالسن يڠ ليمفه بهکن مريکئيت
دبري فراسأن يڠ تڠݢي سکاليفون
مريکئيت تيادلولس کمرتبة يڠ تڠݢي
مک کهيدوفن مريکئيت تياد سمفيت
بهکن چوکف سمفرن
اينله فيکران٢ دان فنداڠن٢
اورڠ٢ مودابرکنأن دڠن اهل٢ سورت
خبر٢ دان فنوليس٢ يڠ ممبري کأيڠينن
منچافي جواتن سباݢي اهل سورتخبر٢
بݢيتوجو ݢفودا اين مميکرکن
يڠ فکر جأن سور تخبر ايت سنڠ اد دوا
فرکارا يڠ کباڽقکن درفد کيت
مميکرکن يڠ کيت بوله فربواتي
مڠلولاکن وايڠ٢ دان مڠاوسهاکن
فکرجأن سورتخبر باڽله چريتا٢ يڠ
ن سديا دان بݢيتو جوݢ باڽق
فرخبران٢ دسيسي کيت دڠن اين
تنتوله دفيکرکن تياداله فايه فد
تو مڠݢرکن فنتون٢ اتو فبباچ٢ هاڽ
٢ دفيله سهاج مان چريتا دان
٢ فرخبران٢ يڠباݢوس کران فنتون٢
ات فاݢ دلنتا اکد وافک جأن اين",metaphor
26,1935-04-02,WM,1,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1935-04-02-0001.jpg,"فرتنجوقئن وايڠ٢ ݢمبر برچاکف
الله
اين مالم
جون لوويل
دالم ݢمبر يڠبرݢلر
فراون فنمفوه بهيا
Adventure Girl
جريتا سئورڠ فراون يڠ براني
مننتاڠي برباݢي٢ بهيا
فمنداڠن٢ يڠ مڠݢݢرکن
فابيليون
اين مالم
کلوديت کولبرت دان وارن ويليام
دالم ݢمبر يڠبرݢلر
وقتروان کههدوفن
of Life)
lmitation o
The
دڠن نيد سفارکس
روشيل هدسن هني ارمتا
کافيتول اين مالم
ݢمبر يڠ ساڠت مڠݢقکن فراسأن
مننجوقکن کبرانين اورڠ٢ بريتيش
دان طاعة ستيا کفد کراجيفن
فندفوهن بهاا فمنداڠن يڠ انده
فرتنجوقن يڠ مڠݢݢرکن
کهيدوفن عسکر بيڠݢول يڠبرکودا
The Lives of A
Bengal Lancer)
دڠن
ݢيري کوفر فرنچوت تون
ريچارد کرومويل کئلين برک
مونتي بلو دان لاينڽ٢
فتوه دڠن فنداڠن٢ دانديا دڠن",film
27,1935-04-02,WM,3,https://jawi.sgp1.digitaloceanspaces.com/page_scans/WM-1935-04-02-0003.jpg,"کيت
دنکري
حکومن سي برهوتڠ مستي مڠنسور
هوتڠڽ ݢکين٢ باڽق فد سبولن 
جاديڽ دڠن هاتي يڠفانس کلوار درفد
محکمه مڠݢارو٢ کفلا کنا سراتوس
کالي ݢارو دان ݢيليڠ تنتوله

بوکن کچوالى سیبرهوتڠ ايت
تتف سده تأداف٢ جالن بوله
مڠنسور هوتڠڽ ترفولغله تانهڽ ايت
فون کالو برستوجو هوتڠ دڠن نيلاين
هرݢ تانه
2 جالنڽ دي مليلوڠ کمفوڠ
تيف٢ سئورڠ يڠ هندق برهوتڠ
کفداڽ مستيله ملتقکن چݢارن
سورت ݢرانتة تانهڽ سنديري يڠ
بوکن تانه ݢرانية فساک دڠن سندارن
مڠسور هوتڠڽ تيف٢ بولن دڠن
تيمفوه سکين٢ لماڽ دان ممبوات
ساتو سورت کتراڠن هوتڠ دڠن
منتدأي تاڠن لڠسوڠ بهاروله دفرچأيڽ
سي برهوتڠ افبيل دافتواڠ تأبوله نق
چاکف چنتوهڽ اد دوايڠ ݢمبريڠ
دنجوقکن اوله لوري سولوه کماجوان
کمفوڠ جالن فون چنددعوڠ
کهدافن دان هنتق سڤاتو فون لبه
قوات دري بياس تأسدر ماس
برجالن هاري برتبه چيتي فون داتڠ
برربن تري بربيي رنڽمڠ منفاتي جنجي جواب سي برهوتڠ اڤ ٢ التاڽم لاتاڽم
سسفي جمبي جواب سي برهوڠ
اف ايا تولوڠ ايا ساي اين بولن
سوسه نتي لاين بولن سي چيتي
تادي کسيهن فول بري تيمفوه سهڠݢ
ليم انم بولن توجه بولن دان چوکف
تيمفوه سي چيتي مستي ملفس سهاج
وڠا دان فوکوء
داخرڽ چتي بلاوا بچارا دالم
حکمه ددفاتي هوتڠڽ سده برتمبه",film
